Respondent_ID,Age_Group,Generation,Gender,Region,Income_Level,Urban_Rural,Trust_In_Brands,Price_Sensitivity,Quality_Over_Price,Sustainability_Important,Brand_Loyalty,Try_New_Products,Online_Shopping_Preference,Social_Media_Influence,Canadian_Made_Important,Feel_Good_Purchase,Monthly_Discretionary_Spend,Purchase_Frequency_QSR,Coffee_Shop_Visits_Week,Online_Purchases_Month,Survey_Date,Survey_Method,Response_Quality_Score
R01426,55-64,Boomers,Prefer not to say,Ontario,$75k-$100k,Urban,4,4,5,3,3,2,2,1,4,4,$1000+,Daily,3,2,2026-02-04,Mobile App,0.98
R01427,65+,Boomers,Non-binary,Ontario,<$30k,Rural,2,5,3,2,2,4,3,1,5,5,$250-$500,Monthly,3,18,2026-01-22,Phone,0.86
R01428,35-44,Millennials,Non-binary,Manitoba,$50k-$75k,Urban,2,3,3,4,2,3,4,3,3,2,$1000+,2-3x/month,5,1,2026-01-11,Online Panel,0.94
R01429,65+,Boomers,Male,British Columbia,$75k-$100k,Suburban,5,4,5,2,5,2,2,1,2,3,$100-$250,2-3x/week,2,6,2026-01-16,Mobile App,0.92
R01430,18-24,Gen Z,Prefer not to say,Manitoba,$75k-$100k,Urban,4,3,3,4,5,5,4,4,3,5,$1000+,Monthly,0,11,2026-01-18,Mobile App,0.77
R01431,45-54,Gen X,Female,Atlantic,$100k-$150k,Rural,2,3,4,3,4,4,2,2,5,5,<$100,Daily,6,17,2026-01-22,Email,0.63
R01432,65+,Boomers,Prefer not to say,Quebec,$30k-$50k,Suburban,3,4,3,4,5,3,2,4,3,4,$100-$250,Rarely,5,17,2026-01-29,Phone,0.79
R01433,35-44,Millennials,Non-binary,Territories,$50k-$75k,Rural,5,3,2,4,3,4,4,3,3,2,$250-$500,Rarely,2,3,2026-01-12,Email,0.61
R01434,55-64,Boomers,Female,Manitoba,$100k-$150k,Urban,4,5,5,2,4,3,2,1,3,5,$100-$250,Monthly,3,12,2026-01-31,Email,0.7
R01435,45-54,Gen X,Prefer not to say,Ontario,$100k-$150k,Suburban,2,4,4,4,3,4,3,2,2,3,$250-$500,2-3x/week,2,17,2026-01-14,Mobile App,0.97
R01436,45-54,Gen X,Female,Quebec,$150k+,Rural,4,4,4,3,4,4,3,2,5,3,$500-$1000,Weekly,7,19,2026-01-13,Online Panel,0.61
R01437,25-34,Millennials,Female,Territories,$150k+,Urban,4,3,5,4,2,4,2,3,3,3,$100-$250,2-3x/month,3,1,2026-01-23,Mobile App,0.76
R01438,45-54,Gen X,Prefer not to say,Ontario,$50k-$75k,Suburban,2,4,4,4,3,3,3,2,5,5,$100-$250,2-3x/month,1,5,2026-01-18,Mobile App,0.89
R01439,45-54,Gen X,Prefer not to say,Alberta,$50k-$75k,Urban,3,4,4,2,3,4,4,1,5,5,$100-$250,2-3x/month,7,13,2026-01-14,Online Panel,0.89
R01440,18-24,Gen Z,Male,Quebec,$150k+,Urban,5,4,3,4,5,3,4,3,3,2,$1000+,Rarely,7,11,2026-01-12,Mobile App,0.76
R01441,18-24,Gen Z,Male,Territories,$30k-$50k,Urban,4,5,4,4,3,2,4,3,2,2,$1000+,Rarely,2,7,2026-02-01,Email,0.67
R01442,65+,Boomers,Male,Ontario,$30k-$50k,Suburban,2,4,2,4,5,5,2,1,4,4,$1000+,Monthly,2,6,2026-02-04,Online Panel,0.84
R01443,25-34,Millennials,Female,Atlantic,$75k-$100k,Urban,2,3,3,4,4,4,4,3,4,4,$100-$250,Monthly,2,2,2026-01-11,Email,0.87
R01444,25-34,Millennials,Male,Territories,$100k-$150k,Suburban,2,5,5,4,3,2,4,3,3,3,<$100,2-3x/week,6,6,2026-01-31,Email,0.94
R01445,18-24,Gen Z,Prefer not to say,Saskatchewan,$150k+,Urban,3,3,5,4,2,5,4,3,5,3,$1000+,Weekly,6,17,2026-01-18,Phone,0.62
R01446,45-54,Gen X,Female,Manitoba,$150k+,Suburban,5,3,5,3,4,2,3,1,3,5,<$100,Daily,6,0,2026-02-04,Online Panel,0.88
R01447,25-34,Millennials,Male,Territories,$30k-$50k,Urban,5,3,4,2,4,4,4,1,3,5,$500-$1000,2-3x/week,5,12,2026-01-13,Phone,0.71
R01448,45-54,Gen X,Prefer not to say,Quebec,$150k+,Rural,3,4,5,3,5,5,3,2,5,4,$250-$500,2-3x/week,1,19,2026-01-12,Phone,0.88
R01449,65+,Boomers,Male,Saskatchewan,$30k-$50k,Suburban,3,5,2,2,5,2,2,1,3,4,<$100,Weekly,1,12,2026-01-12,Phone,0.82
R01450,25-34,Millennials,Prefer not to say,Territories,$150k+,Suburban,2,3,3,4,5,4,4,3,3,3,$500-$1000,Rarely,0,7,2026-02-05,Phone,0.75
R01451,65+,Boomers,Non-binary,British Columbia,<$30k,Urban,2,4,4,2,4,2,2,1,5,3,$1000+,2-3x/week,5,14,2026-02-05,Online Panel,0.86
R01452,25-34,Millennials,Female,Territories,$50k-$75k,Urban,3,3,2,4,2,2,4,3,4,3,$100-$250,Rarely,2,16,2026-01-20,Email,0.96
R01453,55-64,Boomers,Non-binary,Saskatchewan,<$30k,Urban,4,4,3,2,3,3,2,2,4,5,$100-$250,Weekly,3,18,2026-02-01,Email,0.9
R01454,55-64,Boomers,Prefer not to say,Alberta,$75k-$100k,Rural,2,4,4,2,4,5,2,1,4,2,<$100,Monthly,4,3,2026-01-20,Phone,0.96
R01455,18-24,Gen Z,Non-binary,Saskatchewan,<$30k,Suburban,3,3,4,4,5,4,2,3,2,4,<$100,2-3x/month,3,13,2026-01-27,Phone,0.68
R01456,55-64,Boomers,Female,Saskatchewan,$100k-$150k,Urban,4,4,4,3,5,2,2,2,4,4,$500-$1000,2-3x/week,5,15,2026-01-21,Email,0.62
R01457,45-54,Gen X,Non-binary,Ontario,$100k-$150k,Urban,4,3,4,3,3,4,3,3,2,4,$250-$500,2-3x/month,2,9,2026-01-23,Online Panel,0.86
R01458,18-24,Gen Z,Non-binary,Atlantic,<$30k,Rural,5,3,4,4,3,2,4,3,5,4,$1000+,Monthly,3,11,2026-01-28,Online Panel,0.93
R01459,45-54,Gen X,Female,Manitoba,<$30k,Urban,2,4,5,2,2,5,3,4,2,4,$500-$1000,Rarely,2,18,2026-01-20,Mobile App,0.96
R01460,18-24,Gen Z,Prefer not to say,Quebec,$50k-$75k,Rural,2,4,2,4,2,5,3,3,3,3,<$100,Rarely,5,1,2026-01-17,Email,0.9
R01461,25-34,Millennials,Non-binary,Manitoba,$75k-$100k,Urban,3,3,3,3,3,4,2,2,3,4,$100-$250,Weekly,7,9,2026-01-18,Email,0.91
R01462,55-64,Boomers,Male,Quebec,$30k-$50k,Urban,4,4,5,2,3,5,3,1,2,4,<$100,Weekly,1,8,2026-01-29,Mobile App,0.61
R01463,18-24,Gen Z,Prefer not to say,Saskatchewan,<$30k,Rural,4,3,4,4,2,2,4,4,5,4,$500-$1000,Rarely,6,17,2026-01-22,Email,0.93
R01464,18-24,Gen Z,Non-binary,Quebec,$50k-$75k,Urban,4,3,2,4,4,2,4,3,3,2,$500-$1000,Monthly,0,3,2026-01-25,Online Panel,0.83
R01465,18-24,Gen Z,Female,British Columbia,$50k-$75k,Urban,3,3,5,4,4,5,3,3,5,3,<$100,Rarely,4,18,2026-01-25,Email,0.85
R01466,18-24,Gen Z,Non-binary,Atlantic,$75k-$100k,Urban,3,3,4,4,2,5,4,3,4,5,$100-$250,Monthly,5,9,2026-01-31,Phone,0.82
R01467,55-64,Boomers,Male,Alberta,$150k+,Suburban,4,4,4,2,3,5,2,1,2,4,$250-$500,Daily,6,8,2026-02-06,Online Panel,0.92
R01468,45-54,Gen X,Female,Ontario,$100k-$150k,Suburban,3,4,5,3,5,5,3,3,4,5,$100-$250,Rarely,5,8,2026-01-15,Online Panel,0.84
R01469,35-44,Millennials,Prefer not to say,Quebec,$30k-$50k,Urban,5,3,4,4,5,5,2,4,2,5,$500-$1000,2-3x/month,4,10,2026-02-05,Email,0.8
R01470,18-24,Gen Z,Male,Saskatchewan,$30k-$50k,Suburban,4,3,3,4,5,5,2,1,3,2,$100-$250,Weekly,5,4,2026-02-04,Mobile App,0.91
R01471,65+,Boomers,Non-binary,Atlantic,$30k-$50k,Suburban,2,4,2,2,4,5,3,1,2,5,$500-$1000,Daily,1,1,2026-01-18,Phone,0.62
R01472,35-44,Millennials,Non-binary,Atlantic,<$30k,Urban,4,3,2,4,2,2,4,3,5,2,$100-$250,Monthly,7,2,2026-01-24,Online Panel,0.77
R01473,35-44,Millennials,Male,Quebec,$50k-$75k,Suburban,3,3,3,4,3,5,4,3,5,4,$100-$250,Daily,4,7,2026-01-22,Mobile App,0.6
R01474,18-24,Gen Z,Non-binary,Manitoba,$100k-$150k,Rural,4,3,4,3,4,2,4,3,2,4,$1000+,Rarely,2,12,2026-02-07,Email,0.61
R01475,55-64,Boomers,Non-binary,Quebec,$75k-$100k,Urban,2,4,4,2,5,4,3,2,5,4,$250-$500,Rarely,5,4,2026-02-01,Online Panel,0.67
R01476,25-34,Millennials,Male,Quebec,$100k-$150k,Urban,4,5,2,4,2,3,4,3,2,2,$250-$500,Monthly,5,13,2026-02-04,Online Panel,0.84
R01477,35-44,Millennials,Female,Alberta,<$30k,Suburban,4,5,2,4,2,2,4,3,5,4,$1000+,Rarely,0,7,2026-02-05,Online Panel,0.61
R01478,45-54,Gen X,Female,British Columbia,$30k-$50k,Rural,5,4,2,3,4,5,3,2,4,4,$500-$1000,Daily,6,11,2026-01-14,Email,0.73
R01479,55-64,Boomers,Female,Territories,$100k-$150k,Urban,2,4,5,3,4,4,2,1,3,5,$500-$1000,Monthly,6,15,2026-01-18,Email,0.66
R01480,35-44,Millennials,Female,Atlantic,$100k-$150k,Suburban,2,3,2,4,4,4,4,3,4,3,$100-$250,Daily,5,17,2026-01-22,Phone,0.88
R01481,35-44,Millennials,Prefer not to say,Ontario,<$30k,Suburban,5,3,3,4,2,5,4,3,5,3,$100-$250,Rarely,6,19,2026-01-23,Online Panel,0.62
R01482,65+,Boomers,Female,British Columbia,$150k+,Urban,5,4,4,3,2,2,3,4,2,4,$100-$250,2-3x/month,6,12,2026-02-01,Mobile App,0.93
R01483,25-34,Millennials,Non-binary,Quebec,$100k-$150k,Urban,4,3,2,4,3,2,4,2,5,3,$500-$1000,Daily,1,7,2026-01-23,Email,0.86
R01484,25-34,Millennials,Prefer not to say,British Columbia,$30k-$50k,Rural,3,3,5,2,3,2,4,3,5,5,$1000+,2-3x/month,6,7,2026-02-05,Email,0.79
R01485,45-54,Gen X,Female,British Columbia,$30k-$50k,Suburban,3,4,4,3,5,2,3,2,3,4,<$100,2-3x/month,3,14,2026-01-20,Phone,0.86
R01486,35-44,Millennials,Prefer not to say,Ontario,$50k-$75k,Urban,5,3,3,2,3,4,4,3,2,5,$1000+,Rarely,0,8,2026-02-08,Phone,0.73
R01487,55-64,Boomers,Non-binary,Alberta,$75k-$100k,Urban,4,4,4,4,2,3,3,1,3,3,$250-$500,Daily,0,15,2026-01-12,Phone,0.97
R01488,55-64,Boomers,Male,Territories,$50k-$75k,Suburban,2,4,2,2,5,3,2,2,5,3,$250-$500,2-3x/month,1,15,2026-01-15,Phone,0.94
R01489,35-44,Millennials,Female,Territories,$30k-$50k,Suburban,5,3,3,4,5,4,2,3,4,4,$500-$1000,2-3x/week,5,8,2026-01-20,Mobile App,0.84
R01490,18-24,Gen Z,Non-binary,Saskatchewan,$100k-$150k,Suburban,2,3,2,3,2,5,4,3,5,4,$250-$500,Rarely,2,7,2026-01-13,Phone,0.65
R01491,18-24,Gen Z,Male,Quebec,$30k-$50k,Suburban,4,5,4,4,4,5,4,3,3,3,$100-$250,Monthly,1,3,2026-01-26,Mobile App,0.68
R01492,65+,Boomers,Prefer not to say,Ontario,$30k-$50k,Urban,4,4,4,2,4,4,2,1,3,2,<$100,Daily,4,16,2026-01-15,Phone,0.69
R01493,25-34,Millennials,Female,Quebec,$150k+,Suburban,5,3,3,4,3,3,4,1,3,5,$500-$1000,2-3x/week,3,16,2026-01-27,Phone,0.9
R01494,65+,Boomers,Non-binary,Quebec,$75k-$100k,Suburban,2,4,5,2,5,3,2,1,5,3,$100-$250,Weekly,2,16,2026-01-31,Phone,0.84
R01495,25-34,Millennials,Non-binary,Territories,$30k-$50k,Suburban,4,3,3,2,2,5,2,3,5,2,$500-$1000,2-3x/week,5,1,2026-01-22,Mobile App,0.85
R01496,45-54,Gen X,Male,Alberta,$75k-$100k,Suburban,3,4,4,3,2,2,3,2,3,4,$500-$1000,Monthly,6,14,2026-01-15,Phone,0.88
R01497,65+,Boomers,Female,Alberta,$150k+,Urban,5,3,2,2,4,5,3,1,2,3,$250-$500,2-3x/month,3,14,2026-02-05,Online Panel,0.85
R01498,35-44,Millennials,Prefer not to say,Alberta,<$30k,Suburban,4,3,3,4,2,4,2,4,3,3,$100-$250,Monthly,3,5,2026-01-17,Mobile App,0.93
R01499,18-24,Gen Z,Prefer not to say,Manitoba,$100k-$150k,Urban,2,3,2,4,2,5,4,3,4,2,$250-$500,2-3x/week,2,11,2026-01-20,Phone,0.71
R01500,35-44,Millennials,Male,Quebec,$100k-$150k,Rural,2,4,2,4,3,4,3,3,3,2,<$100,Weekly,4,3,2026-01-14,Phone,0.6
R01501,55-64,Boomers,Female,Ontario,$150k+,Urban,2,4,3,2,5,5,2,4,2,4,$1000+,2-3x/week,1,16,2026-01-16,Mobile App,0.85
R01502,65+,Boomers,Male,British Columbia,$30k-$50k,Urban,5,5,4,3,5,5,3,1,2,5,$250-$500,Monthly,5,18,2026-02-05,Mobile App,0.69
R01503,18-24,Gen Z,Male,Alberta,$50k-$75k,Rural,4,3,2,4,3,5,4,3,5,4,$1000+,Rarely,6,2,2026-01-26,Online Panel,0.94
R01504,25-34,Millennials,Prefer not to say,Atlantic,<$30k,Urban,2,3,3,4,5,4,4,3,4,2,$1000+,Daily,3,7,2026-01-27,Online Panel,0.64
R01505,25-34,Millennials,Female,Quebec,$30k-$50k,Suburban,5,4,5,3,2,4,4,1,5,4,$500-$1000,Monthly,7,8,2026-01-13,Email,0.87
R01506,45-54,Gen X,Female,Alberta,$75k-$100k,Suburban,2,3,4,3,2,4,3,2,5,3,$250-$500,Monthly,1,19,2026-02-07,Mobile App,0.66
R01507,65+,Boomers,Male,Alberta,$75k-$100k,Suburban,2,4,4,2,5,2,2,1,3,5,$1000+,Daily,0,6,2026-01-13,Mobile App,0.73
R01508,18-24,Gen Z,Female,Quebec,$100k-$150k,Suburban,5,3,2,4,4,5,4,3,5,4,$1000+,Daily,2,3,2026-02-07,Mobile App,0.87
R01509,55-64,Boomers,Female,British Columbia,$30k-$50k,Urban,4,4,3,2,3,2,2,4,2,3,$1000+,Monthly,4,17,2026-01-20,Online Panel,0.91
R01510,35-44,Millennials,Male,Manitoba,$50k-$75k,Suburban,3,3,2,4,5,3,2,3,4,2,$100-$250,2-3x/week,5,0,2026-01-24,Mobile App,0.95
R01511,25-34,Millennials,Male,British Columbia,$100k-$150k,Suburban,5,5,5,4,4,3,4,3,3,5,$100-$250,Weekly,5,0,2026-01-15,Phone,0.74
R01512,25-34,Millennials,Non-binary,Saskatchewan,<$30k,Urban,4,3,4,4,4,4,4,3,3,3,$250-$500,Rarely,4,19,2026-01-27,Online Panel,0.85
R01513,18-24,Gen Z,Non-binary,British Columbia,$150k+,Rural,4,3,4,2,4,2,2,3,3,5,$1000+,Daily,7,15,2026-02-08,Phone,0.89
R01514,55-64,Boomers,Non-binary,Ontario,$150k+,Rural,3,4,3,3,5,4,4,4,2,2,$500-$1000,2-3x/month,1,19,2026-02-04,Online Panel,0.96
R01515,55-64,Boomers,Non-binary,Manitoba,$50k-$75k,Urban,3,3,5,2,4,3,2,1,3,5,$500-$1000,2-3x/month,1,6,2026-01-21,Email,0.9
R01516,45-54,Gen X,Male,British Columbia,$30k-$50k,Suburban,4,4,3,3,2,5,3,2,4,3,$100-$250,Monthly,6,11,2026-02-09,Phone,0.72
R01517,45-54,Gen X,Male,Ontario,$100k-$150k,Urban,2,3,4,3,3,2,4,4,4,4,<$100,Weekly,4,19,2026-01-27,Online Panel,0.9
R01518,35-44,Millennials,Non-binary,British Columbia,$75k-$100k,Suburban,2,3,4,2,3,4,2,4,5,5,$1000+,2-3x/week,0,8,2026-01-22,Email,0.65
R01519,35-44,Millennials,Male,Saskatchewan,$50k-$75k,Urban,4,3,3,3,5,4,2,3,3,4,<$100,Rarely,3,14,2026-01-26,Phone,0.9
R01520,18-24,Gen Z,Prefer not to say,Alberta,$30k-$50k,Suburban,3,3,4,4,4,2,4,4,4,4,$500-$1000,Daily,2,2,2026-01-15,Mobile App,0.86
R01521,25-34,Millennials,Male,Ontario,$50k-$75k,Urban,3,3,3,4,5,3,3,3,4,5,$100-$250,Monthly,5,6,2026-02-03,Online Panel,0.89
R01522,35-44,Millennials,Non-binary,British Columbia,$100k-$150k,Suburban,4,3,3,4,4,4,4,4,3,4,$1000+,2-3x/week,3,7,2026-01-12,Online Panel,0.98
R01523,45-54,Gen X,Non-binary,Alberta,$30k-$50k,Rural,3,5,2,3,2,5,3,4,5,4,$100-$250,2-3x/week,1,16,2026-01-11,Email,0.69
R01524,45-54,Gen X,Non-binary,British Columbia,<$30k,Urban,4,4,2,3,5,4,2,2,4,4,$100-$250,Monthly,2,12,2026-02-06,Phone,0.92
R01525,25-34,Millennials,Male,Manitoba,$50k-$75k,Urban,2,3,4,3,4,4,4,3,3,2,$250-$500,Rarely,5,9,2026-02-05,Phone,0.92
R01526,25-34,Millennials,Non-binary,Saskatchewan,$50k-$75k,Urban,5,5,3,4,5,4,4,4,3,3,$100-$250,Monthly,7,7,2026-02-09,Mobile App,0.71
R01527,35-44,Millennials,Female,Ontario,$150k+,Urban,5,3,5,4,3,4,4,3,3,2,$100-$250,Monthly,6,17,2026-02-09,Online Panel,0.74
R01528,25-34,Millennials,Male,Saskatchewan,$30k-$50k,Rural,5,3,5,4,3,5,4,2,5,4,$250-$500,Rarely,5,0,2026-01-11,Mobile App,0.75
R01529,45-54,Gen X,Male,Saskatchewan,<$30k,Suburban,5,4,2,3,5,2,3,2,2,2,$250-$500,2-3x/week,5,9,2026-01-26,Mobile App,0.75
R01530,35-44,Millennials,Female,Manitoba,$100k-$150k,Suburban,3,3,5,2,5,3,4,3,4,2,$100-$250,Daily,2,13,2026-01-28,Online Panel,0.63
R01531,18-24,Gen Z,Prefer not to say,Territories,$150k+,Urban,3,3,2,4,5,2,3,3,2,4,<$100,Rarely,1,8,2026-01-26,Mobile App,0.75
R01532,45-54,Gen X,Female,British Columbia,$75k-$100k,Rural,4,4,2,4,3,2,3,2,3,2,$500-$1000,Rarely,1,5,2026-01-22,Online Panel,0.88
R01533,18-24,Gen Z,Prefer not to say,Saskatchewan,$75k-$100k,Urban,2,3,4,4,4,2,4,3,3,2,$1000+,Monthly,0,0,2026-01-16,Online Panel,0.96
R01534,18-24,Gen Z,Female,Alberta,<$30k,Urban,3,3,3,3,3,4,4,3,4,2,$250-$500,Monthly,1,7,2026-01-16,Online Panel,0.63
R01535,25-34,Millennials,Prefer not to say,Saskatchewan,$75k-$100k,Rural,3,3,3,4,2,3,2,3,2,4,<$100,Daily,5,11,2026-01-16,Phone,0.64
R01536,18-24,Gen Z,Female,Atlantic,$50k-$75k,Rural,3,3,5,3,2,2,2,4,5,3,$500-$1000,Daily,0,6,2026-01-12,Online Panel,0.79
R01537,55-64,Boomers,Non-binary,Quebec,$100k-$150k,Suburban,5,5,4,4,3,2,2,1,5,4,<$100,Monthly,6,9,2026-01-18,Mobile App,0.66
R01538,45-54,Gen X,Female,British Columbia,$150k+,Urban,3,4,2,3,5,5,3,2,5,4,<$100,2-3x/month,1,1,2026-02-06,Email,0.61
R01539,35-44,Millennials,Non-binary,Atlantic,<$30k,Urban,5,4,3,4,2,2,4,3,2,2,$100-$250,2-3x/week,1,4,2026-02-06,Phone,0.67
R01540,65+,Boomers,Male,Saskatchewan,$150k+,Urban,3,4,2,4,5,3,2,4,3,2,$1000+,2-3x/month,4,9,2026-02-09,Online Panel,0.64
R01541,55-64,Boomers,Male,Quebec,$150k+,Urban,3,4,4,2,5,4,2,1,2,2,$1000+,Daily,1,18,2026-02-06,Mobile App,0.71
R01542,35-44,Millennials,Prefer not to say,Atlantic,$100k-$150k,Urban,5,3,2,4,2,5,4,3,2,3,$250-$500,Daily,3,18,2026-01-24,Email,0.72
R01543,65+,Boomers,Female,Quebec,$30k-$50k,Urban,4,3,5,2,2,3,4,1,3,4,<$100,Monthly,3,11,2026-01-28,Mobile App,0.77
R01544,45-54,Gen X,Male,Territories,$150k+,Suburban,2,4,2,3,2,4,3,2,2,2,$100-$250,Monthly,5,14,2026-02-04,Email,0.98
R01545,35-44,Millennials,Male,Quebec,$30k-$50k,Suburban,5,3,2,4,3,4,4,3,2,4,$250-$500,2-3x/week,7,6,2026-01-16,Email,0.85
R01546,35-44,Millennials,Female,Territories,$150k+,Rural,2,3,3,4,5,4,4,3,5,2,$250-$500,Rarely,4,15,2026-01-26,Email,0.99
R01547,55-64,Boomers,Male,Ontario,<$30k,Rural,3,4,5,2,4,5,4,1,3,3,$1000+,Monthly,3,15,2026-01-20,Email,0.94
R01548,55-64,Boomers,Male,Manitoba,$50k-$75k,Rural,5,5,3,2,2,2,2,1,5,5,$500-$1000,Monthly,3,4,2026-01-17,Mobile App,0.89
R01549,45-54,Gen X,Prefer not to say,Atlantic,$150k+,Suburban,5,4,5,3,5,5,3,2,3,5,<$100,Rarely,4,16,2026-01-24,Phone,0.87
R01550,18-24,Gen Z,Non-binary,British Columbia,$100k-$150k,Suburban,4,3,4,4,4,4,4,1,5,5,$250-$500,Monthly,1,1,2026-01-15,Online Panel,1.0
R01551,35-44,Millennials,Male,Manitoba,$100k-$150k,Rural,2,3,2,4,5,3,4,3,5,4,$1000+,Daily,3,5,2026-01-12,Mobile App,0.89
R01552,25-34,Millennials,Non-binary,British Columbia,$75k-$100k,Suburban,2,3,5,4,5,4,3,3,4,4,$500-$1000,Daily,7,19,2026-02-02,Phone,0.93
R01553,25-34,Millennials,Prefer not to say,Quebec,$75k-$100k,Suburban,2,3,5,2,2,4,4,3,5,5,$500-$1000,Weekly,4,15,2026-01-21,Mobile App,0.86
R01554,55-64,Boomers,Female,Saskatchewan,$150k+,Rural,5,4,5,4,4,2,2,1,2,4,$100-$250,2-3x/week,7,6,2026-01-27,Online Panel,0.67
R01555,35-44,Millennials,Male,Saskatchewan,$75k-$100k,Rural,4,5,3,3,3,3,4,3,3,3,$100-$250,Weekly,6,6,2026-02-03,Online Panel,0.85
R01556,55-64,Boomers,Female,Atlantic,$100k-$150k,Suburban,3,4,3,2,2,5,2,4,3,5,<$100,Monthly,5,14,2026-01-26,Phone,0.81
R01557,55-64,Boomers,Prefer not to say,Saskatchewan,$75k-$100k,Rural,4,5,5,2,4,4,3,1,3,2,$1000+,2-3x/month,1,19,2026-01-26,Online Panel,0.92
R01558,65+,Boomers,Female,Alberta,$100k-$150k,Suburban,5,4,5,2,3,5,2,3,3,3,<$100,2-3x/week,4,0,2026-01-16,Email,0.88
R01559,45-54,Gen X,Female,Alberta,$100k-$150k,Suburban,5,4,2,2,5,5,3,2,5,4,$500-$1000,2-3x/week,7,1,2026-01-20,Phone,0.85
R01560,25-34,Millennials,Male,Ontario,$150k+,Rural,5,3,5,4,2,2,4,2,5,5,<$100,Daily,6,11,2026-01-14,Online Panel,0.92
R01561,45-54,Gen X,Female,Quebec,<$30k,Rural,4,3,3,3,2,5,3,2,3,2,$500-$1000,Daily,3,12,2026-02-06,Online Panel,0.6
R01562,18-24,Gen Z,Prefer not to say,Ontario,$100k-$150k,Rural,4,3,4,2,2,5,4,3,5,2,$100-$250,Weekly,1,14,2026-02-07,Online Panel,0.65
R01563,45-54,Gen X,Prefer not to say,British Columbia,$150k+,Rural,4,3,2,3,2,5,3,2,2,4,$500-$1000,2-3x/week,3,10,2026-01-13,Online Panel,0.93
R01564,65+,Boomers,Non-binary,Alberta,$150k+,Suburban,4,5,3,2,2,2,2,1,2,5,$100-$250,2-3x/month,6,18,2026-01-22,Mobile App,1.0
R01565,18-24,Gen Z,Prefer not to say,British Columbia,$150k+,Suburban,5,3,3,4,4,2,3,2,5,2,$1000+,Daily,2,4,2026-01-25,Online Panel,0.85
R01566,65+,Boomers,Prefer not to say,Territories,$75k-$100k,Urban,3,4,5,2,4,4,2,1,5,4,$500-$1000,Weekly,6,1,2026-01-11,Online Panel,0.93
R01567,45-54,Gen X,Non-binary,Quebec,$30k-$50k,Urban,4,3,2,3,5,3,3,2,3,2,$100-$250,Weekly,6,16,2026-01-27,Email,0.61
R01568,65+,Boomers,Female,Alberta,$50k-$75k,Suburban,5,5,5,2,3,4,2,1,5,5,$1000+,2-3x/week,5,15,2026-02-05,Online Panel,0.92
R01569,18-24,Gen Z,Female,Ontario,$75k-$100k,Urban,3,3,4,4,3,3,4,3,3,3,$500-$1000,Weekly,7,0,2026-01-12,Mobile App,0.94
R01570,45-54,Gen X,Prefer not to say,Saskatchewan,$75k-$100k,Urban,5,5,2,3,5,4,3,2,2,3,$500-$1000,Weekly,7,17,2026-01-25,Email,0.65
R01571,55-64,Boomers,Male,British Columbia,$100k-$150k,Suburban,5,4,4,2,2,3,4,4,3,2,$100-$250,Daily,3,1,2026-01-29,Phone,0.99
R01572,35-44,Millennials,Non-binary,Ontario,$30k-$50k,Suburban,2,5,4,2,5,4,2,3,5,5,$500-$1000,Daily,7,16,2026-01-20,Mobile App,0.9
R01573,45-54,Gen X,Prefer not to say,British Columbia,$30k-$50k,Urban,2,4,3,4,4,2,4,2,4,2,$500-$1000,Monthly,1,5,2026-02-01,Mobile App,0.97
R01574,18-24,Gen Z,Female,Manitoba,$100k-$150k,Suburban,2,3,2,4,5,2,4,3,4,5,$500-$1000,Rarely,2,7,2026-01-19,Phone,0.76
R01575,25-34,Millennials,Prefer not to say,Alberta,$100k-$150k,Urban,5,3,4,4,3,4,2,3,2,4,$500-$1000,Weekly,3,6,2026-02-05,Phone,0.87
R01576,18-24,Gen Z,Non-binary,Alberta,$100k-$150k,Suburban,4,3,5,3,2,3,4,3,5,4,$100-$250,Rarely,5,19,2026-02-03,Phone,0.87
R01577,45-54,Gen X,Male,Territories,$75k-$100k,Rural,2,5,3,3,4,5,3,2,2,2,$100-$250,Monthly,1,19,2026-02-05,Mobile App,0.92
R01578,18-24,Gen Z,Non-binary,Ontario,$75k-$100k,Rural,2,5,2,4,3,3,4,2,3,5,<$100,Weekly,0,10,2026-02-01,Email,0.63
R01579,65+,Boomers,Female,Quebec,$75k-$100k,Rural,4,4,2,3,3,3,2,1,3,5,$100-$250,2-3x/month,7,11,2026-01-30,Online Panel,0.8
R01580,65+,Boomers,Non-binary,Atlantic,$100k-$150k,Urban,3,4,5,2,3,5,2,3,4,3,$250-$500,Monthly,1,0,2026-01-11,Mobile App,0.61
R01581,35-44,Millennials,Prefer not to say,Territories,$100k-$150k,Urban,5,3,4,4,2,4,4,2,5,4,$500-$1000,Monthly,3,2,2026-01-11,Email,0.82
R01582,55-64,Boomers,Male,British Columbia,$30k-$50k,Urban,3,4,4,2,3,5,2,1,2,4,$250-$500,2-3x/week,2,13,2026-02-07,Phone,0.84
R01583,65+,Boomers,Non-binary,Manitoba,$150k+,Urban,4,3,5,2,4,2,2,1,3,2,$100-$250,Monthly,2,6,2026-01-11,Online Panel,0.9
R01584,65+,Boomers,Male,Manitoba,$50k-$75k,Suburban,2,4,3,2,4,3,2,1,4,5,<$100,Daily,3,5,2026-01-19,Phone,0.98
R01585,18-24,Gen Z,Non-binary,British Columbia,$30k-$50k,Rural,2,3,4,3,4,2,4,3,4,2,$100-$250,Rarely,2,11,2026-02-07,Mobile App,0.99
